小区名称,类型,区域(行政区),商圈板块,城市,数据来源
欣北钱江国际广场,商业,临平,塘栖,杭州,fang.com
金宸金座,商业,临平,塘栖,杭州,fang.com
微时代城公寓,商业,临平,塘栖,杭州,fang.com
贝利栖溪公馆商住楼,商业,临平,塘栖,杭州,fang.com
贝利栖溪望府商住楼,商业,临平,塘栖,杭州,fang.com
北郡中央公馆,商业,临平,塘栖,杭州,fang.com
创智金宸酒店式公寓,商业,临平,塘栖,杭州,fang.com
诚明诚品,商业,临平,塘栖,杭州,fang.com
杭州美致生活广场商住楼,商业,临平,塘栖,杭州,fang.com
栖水珑庭,商业,临平,塘栖,杭州,fang.com
钱江星河商业广场,商业,临平,塘栖,杭州,fang.com
群升万国城,商业,临平,塘栖,杭州,fang.com
金石华城,商业,临平,塘栖,杭州,fang.com
万华1号写字楼,写字楼,临平,塘栖,杭州,fang.com
万华in工坊,商业,临平,塘栖,杭州,fang.com
万国城,商业,临平,塘栖,杭州,fang.com
万盛商贸城公寓,商业,临平,塘栖,杭州,fang.com
微时代城,商业,临平,塘栖,杭州,fang.com
向阳小区,商业,临平,塘栖,杭州,fang.com
欣北钱江国际广场酒店式公寓,商业,临平,塘栖,杭州,fang.com
远景城市e谷,商业,临平,塘栖,杭州,fang.com
崇贤上亿广场,商业,临平,崇贤,杭州,fang.com
上亿广场钻石公馆,商业,临平,崇贤,杭州,fang.com
富春崇贤金属港,商业,临平,崇贤,杭州,fang.com
四维金座,商业,临平,崇贤,杭州,fang.com
星海云庭,商业,临平,崇贤,杭州,fang.com
运河赋,商业,临平,崇贤,杭州,fang.com
赞红星座,商业,临平,崇贤,杭州,fang.com
天都城天湖苑,商业,临平,星桥,杭州,fang.com
悦泽公寓,商业,临平,星桥,杭州,fang.com
华艺星座,商业,临平,星桥,杭州,fang.com
天泉华苑,商业,临平,星桥,杭州,fang.com
天都城创意中心,商业,临平,星桥,杭州,fang.com
星麓·七彩小镇,商业,临平,星桥,杭州,fang.com
悦恺公寓,商业,临平,星桥,杭州,fang.com
力达易居时代,商业,临平,运河新城,杭州,fang.com
通运华庭商住楼,商业,余杭,万达,杭州,fang.com
仁和金鼎公寓,商业,余杭,仁和,杭州,fang.com
耀达仁和印象,商业,余杭,仁和,杭州,fang.com
耀达金鼎阳光,商业,余杭,仁和,杭州,fang.com
北辰金座,商业,余杭,仁和,杭州,fang.com
城西宝龙广场,商业,余杭,仓前,杭州,fang.com
万通时尚公馆商住楼,商业,余杭,仓前,杭州,fang.com
德信杭州ONE公寓,商业,余杭,勾庄,杭州,fang.com
正易上塘春苑公寓,商业,余杭,勾庄,杭州,fang.com
北庭铭座,商业,余杭,勾庄,杭州,fang.com
G5创艺工坊,商业,余杭,勾庄,杭州,fang.com
好运商业大厦,商业,余杭,勾庄,杭州,fang.com
金恒路68号小区,商业,余杭,勾庄,杭州,fang.com
天阳棕榈湾二期,商业,余杭,勾庄,杭州,fang.com
星创城商住楼,商业,余杭,勾庄,杭州,fang.com
正易上塘春苑,商业,余杭,勾庄,杭州,fang.com
复泰雅宸华庭商住楼,商业,余杭,径山,杭州,fang.com
竹海雅苑,商业,余杭,径山,杭州,fang.com
郎诗枫荟,商业,余杭,星桥,杭州,fang.com
欧美金融城公寓,商业,余杭,未来科技城,杭州,fang.com
华夏之心公寓,商业,余杭,未来科技城,杭州,fang.com
奥克斯中心,商业,余杭,未来科技城,杭州,fang.com
美林公馆,商业,余杭,未来科技城,杭州,fang.com
欧美金融城(EFC)商住楼,商业,余杭,未来科技城,杭州,fang.com
天贸广场酒店式公寓,商业,余杭,未来科技城,杭州,fang.com
富力十号朗悦居(商住楼),商业,余杭,未来科技城,杭州,fang.com
理想西溪金座公寓,商业,余杭,未来科技城,杭州,fang.com
西溪润景公寓,商业,余杭,未来科技城,杭州,fang.com
西溪美岸公寓,商业,余杭,未来科技城,杭州,fang.com
北大资源未名府商住楼,商业,余杭,未来科技城,杭州,fang.com
八方城,商业,余杭,未来科技城,杭州,fang.com
北大资源未名府公寓,商业,余杭,未来科技城,杭州,fang.com
博雅城,商业,余杭,未来科技城,杭州,fang.com
C.C.TOWN西溪堂公寓,商业,余杭,未来科技城,杭州,fang.com
创客空间公寓,商业,余杭,未来科技城,杭州,fang.com
鼎创财富中心商住楼,商业,余杭,未来科技城,杭州,fang.com
飞鸟客,商业,余杭,未来科技城,杭州,fang.com
飞鸟客公寓,商业,余杭,未来科技城,杭州,fang.com
杭州未来广场,商业,余杭,未来科技城,杭州,fang.com
捷瑞达瑞谷中心,商业,余杭,未来科技城,杭州,fang.com
捷瑞达瑞谷公寓,商业,余杭,未来科技城,杭州,fang.com
名都西雅城,商业,余杭,未来科技城,杭州,fang.com
尚越海创绿谷公寓,商业,余杭,未来科技城,杭州,fang.com
盛奥铭座,商业,余杭,未来科技城,杭州,fang.com
五迪中心,商业,余杭,未来科技城,杭州,fang.com
万利大厦公寓,商业,余杭,未来科技城,杭州,fang.com
五迪中心公寓,商业,余杭,未来科技城,杭州,fang.com
未来里,商业,余杭,未来科技城,杭州,fang.com
未来大观,商业,余杭,未来科技城,杭州,fang.com
西溪泊岸,商业,余杭,未来科技城,杭州,fang.com
西溪蓝海城商住楼,商业,余杭,未来科技城,杭州,fang.com
西溪美岸,商业,余杭,未来科技城,杭州,fang.com
西溪蓝海公寓,商业,余杭,未来科技城,杭州,fang.com
西溪永乐城公寓,商业,余杭,未来科技城,杭州,fang.com
中新大厦酒店式公寓,商业,余杭,未来科技城,杭州,fang.com
中南未来里,商业,余杭,未来科技城,杭州,fang.com
杭州西溪CitiGO欢阁公寓酒店,商业,余杭,未来科技城,杭州,fang.com
华达汇观山花苑,商业,余杭,瓶窑,杭州,fang.com
华盛双溪假日,商业,余杭,瓶窑,杭州,fang.com
华兴公寓,商业,余杭,瓶窑,杭州,fang.com
IOT未来城,商业,余杭,瓶窑,杭州,fang.com
星创新里程公寓,商业,余杭,老余杭,杭州,fang.com
西园凤都苑,商业,余杭,老余杭,杭州,fang.com
恒合金座,商业,余杭,老余杭,杭州,fang.com
嘉合未来金座,商业,余杭,老余杭,杭州,fang.com
锦绣时代,商业,余杭,老余杭,杭州,fang.com
金顺锦绣时代中心,商业,余杭,老余杭,杭州,fang.com
老余杭金源公寓,商业,余杭,老余杭,杭州,fang.com
星创新里程,商业,余杭,老余杭,杭州,fang.com
国际建材装饰城,商业,余杭,老余杭,杭州,fang.com
港郦中心公寓,商业,余杭,老余杭,杭州,fang.com
广都·万佳居商住楼,商业,余杭,老余杭,杭州,fang.com
锦绣时代中心,商业,余杭,老余杭,杭州,fang.com
快乐大厦,商业,余杭,老余杭,杭州,fang.com
森淼径香苑,商业,余杭,老余杭,杭州,fang.com
山川公寓,商业,余杭,老余杭,杭州,fang.com
通怡花园,商业,余杭,老余杭,杭州,fang.com
西房经金星花园,商业,余杭,老余杭,杭州,fang.com
紫祥公寓,商业,余杭,老余杭,杭州,fang.com
奥克斯缔逸城公寓,商业,余杭,良渚,杭州,fang.com
良渚文化村白鹭郡南,商业,余杭,良渚,杭州,fang.com
地铁万科杭行道,商业,余杭,良渚,杭州,fang.com
杭州金地广场,商业,余杭,良渚,杭州,fang.com
南北盛德国际酒店式公寓,商业,余杭,良渚,杭州,fang.com
迪凯运河印象,商业,余杭,良渚,杭州,fang.com
良渚花苑新村,商业,余杭,良渚,杭州,fang.com
万科劝学里,商业,余杭,良渚,杭州,fang.com
万科未来之光公寓,商业,余杭,良渚,杭州,fang.com
远大金地中心,商业,余杭,良渚,杭州,fang.com
奥克斯缔逸城商住楼,商业,余杭,良渚,杭州,fang.com
奥克斯缔逸城(商住楼),商业,余杭,良渚,杭州,fang.com
嘉运大厦商住楼,商业,余杭,良渚,杭州,fang.com
欧文大厦公寓,商业,余杭,良渚,杭州,fang.com
欧文大厦,商业,余杭,良渚,杭州,fang.com
起梦科创园,商业,余杭,良渚,杭州,fang.com
随园嘉树,商业,余杭,良渚,杭州,fang.com
上亿SOHO,商业,余杭,良渚,杭州,fang.com
万科杭行道商住楼,商业,余杭,良渚,杭州,fang.com
亿丰时代广场酒店式公寓,商业,余杭,良渚,杭州,fang.com
Yhome公寓,商业,余杭,良渚,杭州,fang.com
远大金地中心公寓,商业,余杭,良渚,杭州,fang.com
紫塍路36号小区,商业,余杭,良渚,杭州,fang.com
华元西溪欢乐城,商业,余杭,闲林,杭州,fang.com
人和家园,商业,余杭,闲林,杭州,fang.com
绿城和庐公寓,商业,余杭,闲林,杭州,fang.com
香洲里公寓,商业,余杭,闲林,杭州,fang.com
西溪阳光,商业,余杭,闲林,杭州,fang.com
邦帮金座,商业,余杭,闲林,杭州,fang.com
方家山公寓,商业,余杭,闲林,杭州,fang.com
丰岭路26号办公楼,商业,余杭,闲林,杭州,fang.com
宏丰景观公寓,商业,余杭,闲林,杭州,fang.com
靖源国际,商业,余杭,闲林,杭州,fang.com
乐天城,商业,余杭,闲林,杭州,fang.com
良睦路409号,商业,余杭,闲林,杭州,fang.com
石油地质勘探小区,商业,余杭,闲林,杭州,fang.com
盛雅公寓,商业,余杭,闲林,杭州,fang.com
未来七彩小镇公寓,商业,余杭,闲林,杭州,fang.com
未来窗大楼,商业,余杭,闲林,杭州,fang.com
新都公寓,商业,余杭,闲林,杭州,fang.com
消防宿舍,商业,余杭,闲林,杭州,fang.com
西溪乐天城公寓,商业,余杭,闲林,杭州,fang.com
西溪曼哈顿,商业,余杭,闲林,杭州,fang.com
西溪曼哈顿公寓,商业,余杭,闲林,杭州,fang.com
悦汀蓝(商住楼),商业,余杭,闲林,杭州,fang.com
春城大厦,商业,富阳,东洲,杭州,fang.com
富阳财富中心,商业,富阳,东洲,杭州,fang.com
杭州天安富春硅谷,商业,富阳,东洲,杭州,fang.com
城东迎宾商城,商业,富阳,富春,杭州,fang.com
富阳东海石油大厦,商业,富阳,富春,杭州,fang.com
中光花园,商业,富阳,富春,杭州,fang.com
九龙山庄,商业,富阳,富阳,杭州,fang.com
泰禾野风大城小院公寓,商业,富阳,富阳,杭州,fang.com
山水国际商住楼,商业,富阳,富阳,杭州,fang.com
未未来,商业,富阳,富阳,杭州,fang.com
容大五环城市花园,商业,富阳,富阳,杭州,fang.com
百合新城,商业,富阳,富阳,杭州,fang.com
百合景苑,商业,富阳,富阳,杭州,fang.com
春江花园,商业,富阳,富阳,杭州,fang.com
东吴孙权商厦,商业,富阳,富阳,杭州,fang.com
东吴商城,商业,富阳,富阳,杭州,fang.com
富宸嘉苑,商业,富阳,富阳,杭州,fang.com
凤凰小区,商业,富阳,富阳,杭州,fang.com
富阳宝龙城市广场,商业,富阳,富阳,杭州,fang.com
富阳乐汇城,商业,富阳,富阳,杭州,fang.com
富春新天地商住楼,商业,富阳,富阳,杭州,fang.com
富春港公寓,商业,富阳,富阳,杭州,fang.com
富春江南公寓,商业,富阳,富阳,杭州,fang.com
富景都会公寓,商业,富阳,富阳,杭州,fang.com
富宸江滨18号公馆,商业,富阳,富阳,杭州,fang.com
富邦中央公馆,商业,富阳,富阳,杭州,fang.com
高科商业中心,商业,富阳,富阳,杭州,fang.com
海陆星光园,商业,富阳,富阳,杭州,fang.com
金牛铭座,商业,富阳,富阳,杭州,fang.com
清风万和苑,商业,富阳,富阳,杭州,fang.com
清源上林湖(公寓住宅),住宅,富阳,富阳,杭州,fang.com
水岸青云,商业,富阳,富阳,杭州,fang.com
天河花苑,商业,富阳,富阳,杭州,fang.com
天河公寓,商业,富阳,富阳,杭州,fang.com
泰禾野风大城小院(商住楼),商业,富阳,富阳,杭州,fang.com
万科大家九都会商住楼,商业,富阳,富阳,杭州,fang.com
现代肖邦,商业,富阳,富阳,杭州,fang.com
阳光城檀瑞府商住楼,商业,富阳,富阳,杭州,fang.com
正和富春港,商业,富阳,富阳,杭州,fang.com
紫云山庄,商业,富阳,银湖,杭州,fang.com
富春硅谷写字楼,写字楼,富阳,银湖,杭州,fang.com
五月香山,商业,富阳,银湖,杭州,fang.com
富春硅谷公寓,商业,富阳,银湖,杭州,fang.com
德信奥体之星,商业,富阳,银湖,杭州,fang.com
光谷国际中心,商业,富阳,银湖,杭州,fang.com
绿城·西溪深蓝,商业,富阳,银湖,杭州,fang.com
美和院soho,商业,富阳,银湖,杭州,fang.com
美和院(商住楼),商业,富阳,银湖,杭州,fang.com
西湖山度假村,商业,富阳,银湖,杭州,fang.com
东洲商务公寓,商业,建德,建德,杭州,fang.com
东都城市家园,商业,建德,建德,杭州,fang.com
建德八佰伴购物中心,商业,建德,建德,杭州,fang.com
东方巴黎城,商业,建德,建德,杭州,fang.com
广场公寓,商业,建德,建德,杭州,fang.com
拱新公寓,商业,建德,建德,杭州,fang.com
广信商务公寓,商业,建德,建德,杭州,fang.com
广元雅星公寓,商业,建德,建德,杭州,fang.com
华庭嘉寓,商业,建德,建德,杭州,fang.com
金山湾公寓东苑,商业,建德,建德,杭州,fang.com
金山湾公寓西苑,商业,建德,建德,杭州,fang.com
建煌公寓,商业,建德,建德,杭州,fang.com
江南公寓,商业,建德,建德,杭州,fang.com
金阳光大厦,商业,建德,建德,杭州,fang.com
留星公寓,商业,建德,建德,杭州,fang.com
时代商寓,商业,建德,建德,杭州,fang.com
香村公寓,商业,建德,建德,杭州,fang.com
西湖山公寓,商业,建德,建德,杭州,fang.com
新广商寓,商业,建德,建德,杭州,fang.com
新天地商住楼,商业,建德,建德,杭州,fang.com
喜洋洋·万嘉广场,商业,建德,建德,杭州,fang.com
雅星公寓,商业,建德,建德,杭州,fang.com
半岛山庄,商业,建德,新安江,杭州,fang.com
环境保护大楼,商业,建德,新安江,杭州,fang.com
江和城商住楼,商业,建德,新安江,杭州,fang.com
曙光商厦,商业,建德,新安江,杭州,fang.com
云龙建设大厦,商业,建德,新安江,杭州,fang.com
银河大厦,商业,建德,新安江,杭州,fang.com
浙西商厦,商业,建德,新安江,杭州,fang.com
桐庐世贸大厦,商业,桐庐,桐庐,杭州,fang.com
滨江花园,商业,桐庐,桐庐,杭州,fang.com
东方君兰中心,商业,桐庐,桐庐,杭州,fang.com
东方君兰,商业,桐庐,桐庐,杭州,fang.com
蜂业楼,商业,桐庐,桐庐,杭州,fang.com
格林花园,商业,桐庐,桐庐,杭州,fang.com
海陆世贸中心,商业,桐庐,桐庐,杭州,fang.com
华光公寓商住楼,商业,桐庐,桐庐,杭州,fang.com
华桐大厦商住楼,商业,桐庐,桐庐,杭州,fang.com
锦都名苑,商业,桐庐,桐庐,杭州,fang.com
金久城市花园商住楼,商业,桐庐,桐庐,杭州,fang.com
建达商厦,商业,桐庐,桐庐,杭州,fang.com
锦城风华苑,商业,桐庐,桐庐,杭州,fang.com
凯旋公馆,商业,桐庐,桐庐,杭州,fang.com
力雅广场,商业,桐庐,桐庐,杭州,fang.com
力雅广场公寓,商业,桐庐,桐庐,杭州,fang.com
立山公寓商住楼,商业,桐庐,桐庐,杭州,fang.com
美凯西姆国际寓所,商业,桐庐,桐庐,杭州,fang.com
宋都桐江花园商住楼,商业,桐庐,桐庐,杭州,fang.com
宋都·桐江花园商住楼,商业,桐庐,桐庐,杭州,fang.com
山水公寓商住楼,商业,桐庐,桐庐,杭州,fang.com
桐庐聆江景苑,商业,桐庐,桐庐,杭州,fang.com
桐庐时代广场,商业,桐庐,桐庐,杭州,fang.com
桐庐中欧城,商业,桐庐,桐庐,杭州,fang.com
文辉商住楼商住楼,商业,桐庐,桐庐,杭州,fang.com
鑫龙商贸城,商业,桐庐,桐庐,杭州,fang.com
下轮公寓,商业,桐庐,桐庐,杭州,fang.com
秀水公寓(商住楼),商业,桐庐,桐庐,杭州,fang.com
云庐新天地商住楼,商业,桐庐,桐庐,杭州,fang.com
中大景秀广场,商业,桐庐,桐庐,杭州,fang.com
中大公寓,商业,桐庐,桐庐,杭州,fang.com
千岛湖度假公寓,商业,淳安,千岛湖,杭州,fang.com
佰澜国际,商业,淳安,千岛湖,杭州,fang.com
创富诚品,商业,淳安,千岛湖,杭州,fang.com
方邦望湖国际商住楼,商业,淳安,千岛湖,杭州,fang.com
金色阳光,商业,淳安,千岛湖,杭州,fang.com
开元度假村,商业,淳安,千岛湖,杭州,fang.com
丽湖馨居商住楼,商业,淳安,千岛湖,杭州,fang.com
玲珑湾商住楼,商业,淳安,千岛湖,杭州,fang.com
睦州大道517号小区,商业,淳安,千岛湖,杭州,fang.com
千岛湖清波花园,商业,淳安,千岛湖,杭州,fang.com
清溪大道1118号小区,商业,淳安,千岛湖,杭州,fang.com
清溪新城装饰市场,商业,淳安,千岛湖,杭州,fang.com
千岛湖科技创业园,商业,淳安,千岛湖,杭州,fang.com
阳光水岸度假公寓,商业,淳安,千岛湖,杭州,fang.com
珍珠大道1289号小区,商业,淳安,千岛湖,杭州,fang.com
滨文苑,商业,滨江,浦沿,杭州,fang.com
世茂之西湖茂御居,商业,滨江,浦沿,杭州,fang.com
逸天广场公寓,商业,滨江,浦沿,杭州,fang.com
龙禧大酒店公寓,商业,滨江,浦沿,杭州,fang.com
海威领界商住楼,商业,滨江,浦沿,杭州,fang.com
风尚蓝湾,商业,滨江,浦沿,杭州,fang.com
龙禧硅谷酒店广场,商业,滨江,浦沿,杭州,fang.com
积家(商住楼),商业,滨江,浦沿,杭州,fang.com
积家公寓,商业,滨江,浦沿,杭州,fang.com
潮人汇,商业,滨江,浦沿,杭州,fang.com
超级星期天公寓商住楼,商业,滨江,浦沿,杭州,fang.com
超级星期天,商业,滨江,浦沿,杭州,fang.com
国信嘉园商住楼,商业,滨江,浦沿,杭州,fang.com
观邸国际公寓商住楼,商业,滨江,浦沿,杭州,fang.com
江南商业大厦,商业,滨江,浦沿,杭州,fang.com
龙禧国际,商业,滨江,浦沿,杭州,fang.com
龙禧公寓,商业,滨江,浦沿,杭州,fang.com
龙禧硅谷广场公寓,商业,滨江,浦沿,杭州,fang.com
绿城蔚蓝国际,商业,滨江,浦沿,杭州,fang.com
英冠绿城·春来晴翠商住楼,商业,滨江,浦沿,杭州,fang.com
钱塘山水商住楼,商业,滨江,浦沿,杭州,fang.com
荣盛·江荣府商住楼,商业,滨江,浦沿,杭州,fang.com
盛元慧谷(商住楼),商业,滨江,浦沿,杭州,fang.com
太阳国际公寓,商业,滨江,浦沿,杭州,fang.com
天鸿君邑公寓,商业,滨江,浦沿,杭州,fang.com
太阳国际公寓(商住楼),商业,滨江,浦沿,杭州,fang.com
银杏汇,商业,滨江,浦沿,杭州,fang.com
知本大厦,商业,滨江,浦沿,杭州,fang.com
志成大厦,商业,滨江,浦沿,杭州,fang.com
志成广场御江月,商业,滨江,浦沿,杭州,fang.com
杭州印公寓,商业,滨江,滨盛,杭州,fang.com
星光国际公馆,商业,滨江,滨盛,杭州,fang.com
江滨澜廷酒店式公寓,商业,滨江,滨盛,杭州,fang.com
印月尚庭,商业,滨江,滨盛,杭州,fang.com
钱塘之星,商业,滨江,滨盛,杭州,fang.com
杭州滨江宝龙城市广场,商业,滨江,滨盛,杭州,fang.com
江锦国际,商业,滨江,滨盛,杭州,fang.com
兴耀星澜之城,商业,滨江,滨盛,杭州,fang.com
中南公寓,商业,滨江,滨盛,杭州,fang.com
汉峰写字楼,写字楼,滨江,滨盛,杭州,fang.com
东和时代,商业,滨江,滨盛,杭州,fang.com
杭州壹号院商住楼,商业,滨江,滨盛,杭州,fang.com
杭州滨江宝龙城市广场公寓,商业,滨江,滨盛,杭州,fang.com
君尚金座酒店式公寓,商业,滨江,滨盛,杭州,fang.com
凯瑞金座公寓,商业,滨江,滨盛,杭州,fang.com
星耀城,商业,滨江,滨盛,杭州,fang.com
汉峰,商业,滨江,滨盛,杭州,fang.com
双城国际,商业,滨江,滨盛,杭州,fang.com
江澜云境阁,商业,滨江,滨盛,杭州,fang.com
绿地旭辉城商住楼,商业,滨江,滨盛,杭州,fang.com
钱龙名汇公馆,商业,滨江,滨盛,杭州,fang.com
半岛国际商住楼,商业,滨江,滨盛,杭州,fang.com
博风创意大厦,商业,滨江,滨盛,杭州,fang.com
滨悦城商住楼,商业,滨江,滨盛,杭州,fang.com
东和时代写字楼,写字楼,滨江,滨盛,杭州,fang.com
江滨澜廷写字楼商住楼,写字楼,滨江,滨盛,杭州,fang.com
绿地旭辉城峰汇,商业,滨江,滨盛,杭州,fang.com
隆和国际商住楼,商业,滨江,滨盛,杭州,fang.com
润和信雅达国际—钱塘一号,商业,滨江,滨盛,杭州,fang.com
省水电新村一区,商业,滨江,滨盛,杭州,fang.com
省水电新村二区,商业,滨江,滨盛,杭州,fang.com
省水电新村三区,商业,滨江,滨盛,杭州,fang.com
兴耀大厦,商业,滨江,滨盛,杭州,fang.com
新世界柏悦轩,商业,滨江,滨盛,杭州,fang.com
新世界铂悦轩,商业,滨江,滨盛,杭州,fang.com
信达奥体商业中心,商业,滨江,滨盛,杭州,fang.com
中兴大厦,商业,滨江,滨盛,杭州,fang.com
育德大厦,商业,滨江,滨盛,杭州,fang.com
康康谷,商业,滨江,西兴,杭州,fang.com
视界之窗,商业,滨江,西兴,杭州,fang.com
海威新界,商业,滨江,西兴,杭州,fang.com
兴耀鑫都汇,商业,滨江,西兴,杭州,fang.com
兴耀鑫都汇公寓,商业,滨江,西兴,杭州,fang.com
海威天地公寓,商业,滨江,西兴,杭州,fang.com
星耀中心,商业,滨江,西兴,杭州,fang.com
中赢星际,商业,滨江,西兴,杭州,fang.com
玲珑府商住楼,商业,滨江,西兴,杭州,fang.com
玲珑府叮当公寓,商业,滨江,西兴,杭州,fang.com
海威天地,商业,滨江,西兴,杭州,fang.com
江南星座公寓,商业,滨江,西兴,杭州,fang.com
广润西园,商业,滨江,西兴,杭州,fang.com
空分大厦,商业,滨江,西兴,杭州,fang.com
凌海阁,商业,滨江,西兴,杭州,fang.com
玲珑府叮当,商业,滨江,西兴,杭州,fang.com
钱塘春晓大厦,商业,滨江,西兴,杭州,fang.com
铁岭花园商住楼,商业,滨江,西兴,杭州,fang.com
同方燕语林森商住楼,商业,滨江,西兴,杭州,fang.com
兴业嘉园,商业,滨江,西兴,杭州,fang.com
高润云杉郡公寓,商业,滨江,长河,杭州,fang.com
恒鼎博邑郡酒店式公寓,商业,滨江,长河,杭州,fang.com
长河商厦,商业,滨江,长河,杭州,fang.com
滨兴小区东区,商业,滨江,长河,杭州,fang.com
绿城卓越傲旋城商住楼,商业,滨江,长河,杭州,fang.com
现代印象广场,商业,滨江,长河,杭州,fang.com
中赢云际,商业,滨江,长河,杭州,fang.com
德信时代之心公寓,商业,滨江,长河,杭州,fang.com
龙湖郦城公馆,商业,滨江,长河,杭州,fang.com
高润云杉郡,商业,滨江,长河,杭州,fang.com
冠一商贸大厦,商业,滨江,长河,杭州,fang.com
洪都公寓,商业,滨江,长河,杭州,fang.com
孔家里创立方,商业,滨江,长河,杭州,fang.com
龙湖冠寓(浦沿冠),商业,滨江,长河,杭州,fang.com
耶稣园,商业,滨江,长河,杭州,fang.com
清和园,商业,萧山,临浦,杭州,fang.com
都市春天名苑,商业,萧山,临浦,杭州,fang.com
临浦景泰公寓,商业,萧山,临浦,杭州,fang.com
新誉公寓,商业,萧山,临浦,杭州,fang.com
御景蓝湾公寓,商业,萧山,义桥,杭州,fang.com
百年坊步行街,商业,萧山,义桥,杭州,fang.com
金属材料市场宿舍,商业,萧山,义桥,杭州,fang.com
三江明月商住楼,商业,萧山,义桥,杭州,fang.com
北干一苑,商业,萧山,北干,杭州,fang.com
城中花园,商业,萧山,北干,杭州,fang.com
蓝爵国际公寓,商业,萧山,北干,杭州,fang.com
心意广场,商业,萧山,北干,杭州,fang.com
北干二苑,商业,萧山,北干,杭州,fang.com
城北新村,商业,萧山,北干,杭州,fang.com
杭二棉小区,商业,萧山,北干,杭州,fang.com
金地德圣中心公寓,商业,萧山,北干,杭州,fang.com
绿地G合里金宸公寓,商业,萧山,北干,杭州,fang.com
帝凯大厦公寓,商业,萧山,北干,杭州,fang.com
高新科技广场,商业,萧山,北干,杭州,fang.com
广聚公寓,商业,萧山,北干,杭州,fang.com
金鹭银座,商业,萧山,北干,杭州,fang.com
金瑞大厦公寓,商业,萧山,北干,杭州,fang.com
开元名都,商业,萧山,北干,杭州,fang.com
绿都世贸广场公寓,商业,萧山,北干,杭州,fang.com
天汇园星云地带,商业,萧山,北干,杭州,fang.com
西湘公寓,商业,萧山,北干,杭州,fang.com
都市广厦,商业,萧山,北干,杭州,fang.com
高运汇丰大厦,商业,萧山,北干,杭州,fang.com
恒隆广场酒店式公寓,商业,萧山,北干,杭州,fang.com
汇金银座,商业,萧山,北干,杭州,fang.com
汇通大厦公寓,商业,萧山,北干,杭州,fang.com
欢腾国际,商业,萧山,北干,杭州,fang.com
欢腾国际公寓,商业,萧山,北干,杭州,fang.com
金茂大厦公寓楼,商业,萧山,北干,杭州,fang.com
金瑞大厦,商业,萧山,北干,杭州,fang.com
嘉瑞广场,商业,萧山,北干,杭州,fang.com
凯悦公寓,商业,萧山,北干,杭州,fang.com
开元加州阳光商住楼,商业,萧山,北干,杭州,fang.com
绿都世贸广场,商业,萧山,北干,杭州,fang.com
绿地G合里金宸,商业,萧山,北干,杭州,fang.com
莱茵达商厦商住楼,商业,萧山,北干,杭州,fang.com
lse城市生活广场,商业,萧山,北干,杭州,fang.com
宁安小区,商业,萧山,北干,杭州,fang.com
宝盛商住楼,商业,萧山,南阳,杭州,fang.com
德信天空之翼(商住楼),商业,萧山,南阳,杭州,fang.com
嘉裕天城二期商住楼,商业,萧山,坎山,杭州,fang.com
颐和花园,商业,萧山,城厢,杭州,fang.com
金马名仕园,商业,萧山,城厢,杭州,fang.com
绿都嘉丰公馆,商业,萧山,城厢,杭州,fang.com
万向城市花园,商业,萧山,城厢,杭州,fang.com
馨星大厦,商业,萧山,城厢,杭州,fang.com
富地商瑞大厦,商业,萧山,城厢,杭州,fang.com
发展公寓,商业,萧山,城厢,杭州,fang.com
绿都泰富广场,商业,萧山,城厢,杭州,fang.com
丽华公寓,商业,萧山,城厢,杭州,fang.com
南门江住宅区,住宅,萧山,城厢,杭州,fang.com
南江公寓,商业,萧山,城厢,杭州,fang.com
牛脚湾公寓,商业,萧山,城厢,杭州,fang.com
商城东苑,商业,萧山,城厢,杭州,fang.com
新世纪广场,商业,萧山,城厢,杭州,fang.com
怡景公寓,商业,萧山,城厢,杭州,fang.com
城河公寓,商业,萧山,城厢,杭州,fang.com
东门公寓,商业,萧山,城厢,杭州,fang.com
合丰商务楼,商业,萧山,城厢,杭州,fang.com
汇宇大厦,商业,萧山,城厢,杭州,fang.com
华通大厦,商业,萧山,城厢,杭州,fang.com
汇宇智创产业园,商业,萧山,城厢,杭州,fang.com
绿都泰富广场公寓,商业,萧山,城厢,杭州,fang.com
里横河社区,商业,萧山,城厢,杭州,fang.com
绿都玫瑰苑,商业,萧山,城厢,杭州,fang.com
龙发大厦,商业,萧山,城厢,杭州,fang.com
绿城雄凯国际,商业,萧山,城厢,杭州,fang.com
绿城雄凯国际公寓,商业,萧山,城厢,杭州,fang.com
绿都嘉华公馆,商业,萧山,城厢,杭州,fang.com
梦秀公寓,商业,萧山,城厢,杭州,fang.com
南欣公寓,商业,萧山,城厢,杭州,fang.com
南钻广场,商业,萧山,城厢,杭州,fang.com
滨江新城东方名府(商住楼),商业,萧山,宁围,杭州,fang.com
滨江新城东方名府,商业,萧山,宁围,杭州,fang.com
宁安大厦,商业,萧山,宁围,杭州,fang.com
都市阳光广场,商业,萧山,宁围,杭州,fang.com
雷迪森财富中心,商业,萧山,宁围,杭州,fang.com
明华世纪花园,商业,萧山,宁围,杭州,fang.com
南岸明珠,商业,萧山,宁围,杭州,fang.com
滨和印,商业,萧山,宁围,杭州,fang.com
大成名座,商业,萧山,宁围,杭州,fang.com
都市阳光写字楼,写字楼,萧山,宁围,杭州,fang.com
